variable,evento,confianza,n,exitos,proporcion,porcentaje,ic_inf,ic_sup,ic_inf_pct,ic_sup_pct
RainTomorrow,Yes,95%,142193,31877,0.22418121848473554,22.418121848473554,0.22202103832193243,0.22635630117955402,22.20210383219324,22.6356301179554
RainTomorrow,Yes,99%,142193,31877,0.22418121848473554,22.418121848473554,0.22134535307526576,0.2270428227661413,22.134535307526576,22.70428227661413
