estrategia,termino,beta,IC95_beta_li,IC95_beta_ls,odds_ratio,IC95_OR_li,IC95_OR_ls,beta_referencia,cambio_beta_absoluto,cambio_beta_relativo_porcentual,IC_beta_incluye_cero
casos_completos,const,-2.2513077872516587,-2.3082574846186232,-2.194358089884694,0.10526147489291096,0.09943436660127114,0.1114300666394478,-2.111504644505918,0.13980314274574068,6.621019902063912,False
casos_completos,Humidity3pm,1.178701284433709,1.1456949427078986,1.2117076261595194,3.250150439780963,3.1446259325346566,3.359216042810512,1.1285225000425947,0.05017878439111434,4.446414173330209,False
casos_completos,Rainfall_log1p,0.3065984786445387,0.26657767818239936,0.34661927910667806,1.358795273205349,1.3054889934089964,1.4142781776075566,0.42236743741242044,0.11576895876788174,27.409536937109856,False
casos_completos,Pressure3pm,-0.5300782334281827,-0.5542064223258508,-0.5059500445305146,0.5885589228949543,0.5745280129395559,0.6029324905271631,-0.5142230185264556,0.015855214901727144,3.083334337533439,False
casos_completos,MaxTemp,0.013964042414191913,-0.017955240841471994,0.04588332566985582,1.0140619950617176,0.9822049940434847,1.0469522513780098,0.11516864906060886,0.10120460664641695,87.87513570047767,True
casos_completos,WindGustSpeed,0.5310741699514672,0.5042614393132365,0.5578869005896978,1.7007582311540375,1.655762187905176,1.7469770610583997,0.49926158302392776,0.03181258692753941,6.371927664623607,False
casos_completos,Humidity9am,0.14776251038285387,0.11470218432219813,0.1808228364435096,1.1592375567855802,1.1215393758206025,1.1982028826040576,0.12248546765419277,0.025277042728661103,20.63676876347857,False
casos_completos,Season_Autumn,0.45171050147910097,0.38895506084277914,0.5144659421154228,1.5709970814077352,1.4754382448919314,1.6727449205929954,0.4291222702142808,0.02258823126482018,5.263821719982238,False
casos_completos,Season_Winter,0.5357386708924023,0.4617778674942555,0.6096994742905492,1.7087099505072596,1.5868927636058632,1.839878384931425,0.6646305176000015,0.12889184670759912,19.39300758758882,False
casos_completos,Season_Spring,0.3346642778659374,0.27054216049347485,0.3987863952383999,1.3974711444647094,1.3106748542652549,1.4900153102473963,0.366340272403623,0.0316759945376856,8.646604516029273,False
casos_completos,Humidity3pm_sq,0.23939342419749987,0.217729948698571,0.2610568996964287,1.2704782751686141,1.2432512806549052,1.2983015362953434,0.22033597763541157,0.019057446562088298,8.649266800006,False
casos_completos,Rainfall_log1p_sq,-0.04132945581536139,-0.05733502100589921,-0.025323890624823566,0.9595129607439356,0.9442776635155005,0.9749940694435164,-0.07607770297520164,0.03474824715984025,45.67467970367983,False
casos_completos,MaxTemp_sq,-0.004454471490491604,-0.0259640611132177,0.017055118132234492,0.9955554349528565,0.9743701067564576,1.0172013870206948,-0.09236468731650409,0.08791021582601248,95.17730030825788,True
casos_completos,WindGustSpeed_sq,-0.03062734791608855,-0.04240885061004634,-0.018845845222130765,0.9698369174923273,0.9584778262085928,0.9813306273882654,-0.027998460684719204,0.002628887231369347,9.389399156519065,False
imputacion_simple,const,-2.0899592024182923,-2.139429026579886,-2.0404893782566984,0.123692182056421,0.11772203999190865,0.12996509322239394,-2.111504644505918,0.021545442087625766,1.0203833623424161,False
imputacion_simple,Humidity3pm,1.0986920004408711,1.0691910268957585,1.1281929739859837,3.0002391448494876,2.9130219900824774,3.0900676194457164,1.1285225000425947,0.02983049960172357,2.643323425150819,False
imputacion_simple,Rainfall_log1p,0.35071982187679906,0.31527549469528887,0.38616414905830926,1.4200893921879556,1.3706368621326206,1.4713261677983596,0.42236743741242044,0.07164761553562138,16.96333788763671,False
imputacion_simple,Pressure3pm,-0.5186554523806147,-0.5408719365712857,-0.49643896818994376,0.5953204467881638,0.582240354320514,0.6086943849463305,-0.5142230185264556,0.004432433854159146,0.8619672193712011,False
imputacion_simple,MaxTemp,0.07340755788241103,0.04617923539222538,0.10063588037259669,1.0761690487277764,1.0472621005694824,1.1058738980527143,0.11516864906060886,0.04176109117819783,36.260815351077504,False
imputacion_simple,WindGustSpeed,0.5093713611726798,0.4851791487861526,0.533563573559207,1.664244657223537,1.6244660038904897,1.7049973791164688,0.49926158302392776,0.010109778148752024,2.0249461389596846,False
imputacion_simple,Humidity9am,0.14460013336046482,0.11568159813165296,0.17351866858927667,1.1555774010190791,1.1226383650679006,1.189482892529905,0.12248546765419277,0.022114665706272046,18.054930213196638,False
imputacion_simple,Season_Autumn,0.4064062043917568,0.35073506510516,0.46207734367835357,1.5014123088804723,1.4201110390998377,1.5873680713634053,0.4291222702142808,0.022716065822524,5.29361149473338,False
imputacion_simple,Season_Winter,0.6138226577200385,0.5499175083840033,0.6777278070560737,1.8474802020740437,1.733110044922136,1.9693977927459851,0.6646305176000015,0.05080785987996295,7.64452707700385,False
imputacion_simple,Season_Spring,0.34240033595079533,0.28551946521178545,0.3992812066898052,1.4083239873964337,1.3304529726803296,1.490752769322227,0.366340272403623,0.02393993645282766,6.534890716697218,False
imputacion_simple,Humidity3pm_sq,0.20766590264244428,0.18867089729690978,0.22666090798797878,1.2308018931893316,1.2076434483534255,1.2544044372897591,0.22033597763541157,0.012670074992967295,5.750343238965895,False
imputacion_simple,Rainfall_log1p_sq,-0.04344596507224442,-0.05776806955169855,-0.02912386059279029,0.9574842902876263,0.9438688339743924,0.9712961516986289,-0.07607770297520164,0.03263173790295722,42.89264347741137,False
imputacion_simple,MaxTemp_sq,-0.08492366251845038,-0.1012362179116189,-0.06861110712528186,0.9185824039923633,0.9037195329298421,0.9336897147600939,-0.09236468731650409,0.007441024798053711,8.056135969535317,False
imputacion_simple,WindGustSpeed_sq,-0.031803547556777806,-0.04262182218201619,-0.02098527293153942,0.9686968662538074,0.9582737194144908,0.9792333857003789,-0.027998460684719204,0.0038050868720586016,13.590343108167065,False
imputacion_regresion,const,-2.111504644505918,-2.161178460278592,-2.061830828733244,0.12105568356312865,0.11518929501230266,0.1272208369829087,-2.111504644505918,0.0,0.0,False
imputacion_regresion,Humidity3pm,1.1285225000425947,1.0984449154302631,1.1586000846549263,3.091086045032682,2.9994979223048173,3.1854707638716615,1.1285225000425947,0.0,0.0,False
imputacion_regresion,Rainfall_log1p,0.42236743741242044,0.38719308813241243,0.45754178669242845,1.5255689728280106,1.4728408519083556,1.5801847754561922,0.42236743741242044,0.0,0.0,False
imputacion_regresion,Pressure3pm,-0.5142230185264556,-0.5368690596485675,-0.49157697740434375,0.597965021913025,0.5845756616539923,0.6116610575605589,-0.5142230185264556,0.0,0.0,False
imputacion_regresion,MaxTemp,0.11516864906060886,0.08717513509057928,0.14316216303063845,1.1220626564286496,1.0910877507382246,1.1539169091577355,0.11516864906060886,0.0,0.0,False
imputacion_regresion,WindGustSpeed,0.49926158302392776,0.47474563417237453,0.523777531875481,1.6475042763049905,1.607605225640042,1.6883935789413647,0.49926158302392776,0.0,0.0,False
imputacion_regresion,Humidity9am,0.12248546765419277,0.09292217609895922,0.15204875920942632,1.1303026940050405,1.0973763298379355,1.1642170013487814,0.12248546765419277,0.0,0.0,False
imputacion_regresion,Season_Autumn,0.4291222702142808,0.373061378116864,0.48518316231169756,1.5359088188172874,1.4521734687703372,1.624472523739377,0.4291222702142808,0.0,0.0,False
imputacion_regresion,Season_Winter,0.6646305176000015,0.6001614397561039,0.729099595443899,1.943772199024131,1.8224129865512684,2.0732130365516444,0.6646305176000015,0.0,0.0,False
imputacion_regresion,Season_Spring,0.366340272403623,0.30902425202776246,0.4236562927794835,1.4424459837189365,1.3620954036784048,1.527536478229053,0.366340272403623,0.0,0.0,False
imputacion_regresion,Humidity3pm_sq,0.22033597763541157,0.2010612677228217,0.23961068754800144,1.246495454837918,1.222699681553713,1.2707543335230123,0.22033597763541157,0.0,0.0,False
imputacion_regresion,Rainfall_log1p_sq,-0.07607770297520164,-0.09018407615510757,-0.06197132979529572,0.9267441929805383,0.9137629678154968,0.9399098338121378,-0.07607770297520164,0.0,0.0,False
imputacion_regresion,MaxTemp_sq,-0.09236468731650409,-0.10875714327393568,-0.0759722313590725,0.9117725770119115,0.8969482209580385,0.926841943343164,-0.09236468731650409,0.0,0.0,False
imputacion_regresion,WindGustSpeed_sq,-0.027998460684719204,-0.03885322460663626,-0.017143696762802148,0.9723898636146708,0.9618918808450319,0.9830024202199209,-0.027998460684719204,0.0,0.0,False
