escenario,n,threshold,TN,FP,FN,TP,accuracy,balanced_accuracy,precision,recall,F1,ROC_AUC,PR_AUC,Brier
modelo_principal,42658,0.6,28554,4541,3211,6352,0.8182755872286558,0.7635078240139574,0.5831267786651978,0.6642267071002823,0.6210402815799765,0.852473673643051,0.6727076161204855,0.15249100002029398
winsorizacion_1_99,42658,0.6,28535,4560,3219,6344,0.8176426461625017,0.7628024928063111,0.5818048422597212,0.6633901495346649,0.619924756925783,0.8525649853105566,0.6701970675804072,0.152582727101336
