modelo,ROC_AUC_media,ROC_AUC_sd,PR_AUC_media,PR_AUC_sd,F1_media,F1_sd,recall_medio,recall_sd,balanced_accuracy_media
M1_S1_S2,0.8385169890563258,0.001420169958798337,0.6522365506127683,0.005517927830477139,0.589447648142331,0.0016363840865241577,0.7450478675554659,0.0011262718680224713,0.7594070329334123
M2_stepwise_AIC,0.8516565654951032,0.0008412634499199522,0.6709640337451563,0.004934507028692489,0.6031169850609968,0.001899534108009128,0.752397505542107,0.004204634968843989,0.7689027980633151
M3_BIC_parsimonioso,0.8516235484005144,0.0008571318281759041,0.6711196267653758,0.004876712706286909,0.6023422775774208,0.001649109542606923,0.7532490411474273,0.0038037077155747305,0.7685774739187032
