configuracion,n,threshold,TN,FP,FN,TP,accuracy,balanced_accuracy,precision,recall,F1,ROC_AUC,PR_AUC,Brier,seleccionado
sin_ponderacion,99535,0.09999999999999999,42998,34223,2215,20099,0.6339177173858441,0.7287762053138688,0.36999742277530284,0.9007349645962176,0.5245315517511352,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.105,44272,32949,2380,19934,0.6450595267996182,0.7333280262994144,0.3769453321483274,0.8933405037196379,0.5301807252948921,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.10999999999999999,45501,31720,2544,19770,0.655759280655046,0.7376108832240513,0.3839580501068169,0.8859908577574617,0.5357433201452496,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.11499999999999999,46677,30544,2705,19609,0.6659566986487165,0.7416177916211859,0.39098359021394535,0.878775656538496,0.5411842631818621,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.12,47803,29418,2856,19458,0.6757522479529814,0.7455250284591043,0.39810950159587527,0.8720086044635654,0.5466498103666245,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.12499999999999999,48833,28388,3027,19287,0.6843823780579695,0.7483625235810187,0.4045516518091243,0.8643452541005646,0.5511437511608968,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.13,49779,27442,3175,19139,0.692399658411614,0.7511714967181009,0.4108756789248835,0.8577126467688446,0.5555991000798316,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.135,50661,26560,3328,18986,0.6997237152760336,0.7534540375211952,0.41685329117814957,0.8508559648651071,0.5595638078396699,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.13999999999999999,51540,25681,3471,18843,0.7071180991610991,0.755941228128433,0.4232099541820142,0.8444474321054046,0.5638409288129507,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.145,52319,24902,3635,18679,0.7132968302607123,0.7573103698719665,0.42860420825589135,0.8370977861432285,0.5669322406859397,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.14999999999999997,53147,24074,3788,18526,0.7200783643944341,0.7592432648533283,0.4348826291079812,0.8302411042394909,0.5707859629663863,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.15499999999999997,53932,23289,3939,18375,0.726447983121515,0.7609425530762326,0.4410282258064516,0.8234740521645604,0.5744162055706649,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.15999999999999998,54648,22573,4087,18227,0.7321545185110765,0.7622622940096396,0.44674019607843135,0.8168414448328404,0.577589758215293,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.16499999999999998,55373,21848,4245,18069,0.7378510071834028,0.7634162346746511,0.45266427837763357,0.8097606883570853,0.5807073644967942,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.16999999999999998,56060,21161,4398,17916,0.7432159541869694,0.764436165565934,0.4584794124421015,0.8029040064533477,0.5836686159209005,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.175,56696,20525,4528,17786,0.748299593107952,0.7656412469189986,0.46425308658087755,0.797078067580891,0.5867546391752577,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.18,57302,19919,4664,17650,0.7530215502084694,0.7665176358501125,0.4698022305624318,0.7909832392220131,0.5894828248417748,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.185,57899,19322,4798,17516,0.7576731802883407,0.7673805653920078,0.4754872685813562,0.7849780406919423,0.5922369488774682,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.19,58445,18776,4927,17387,0.7618626613753956,0.7680253111660535,0.4807952880015485,0.779196916733889,0.5946611488277442,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.195,59003,18218,5046,17268,0.7662731702416236,0.768971830583613,0.4866144394972665,0.773863941919871,0.5975086505190311,0.8533493454449823,0.680929669939794,0.1148455285354345,False
sin_ponderacion,99535,0.19999999999999996,59523,17698,5173,17141,0.7702215301150349,0.7694930432838207,0.49200608513447575,0.7681724477906248,0.5998285304358476,0.8533493454449823,0.680929669939794,0.1148455285354345,False
