replica,const,Humidity3pm,Rainfall_log1p,Pressure3pm,MaxTemp,WindGustSpeed,Humidity9am,Season_Autumn,Season_Winter,Season_Spring,Humidity3pm_sq,Rainfall_log1p_sq,MaxTemp_sq,WindGustSpeed_sq
3644,-2.1053492969467387,1.161964646351776,0.45336278909927524,-0.5136847710244034,0.14101714057811757,0.5288860369912003,0.10790217930026896,0.45767528121703704,0.6650995360390255,0.35727976526062183,0.22115715607996347,-0.09069707491738468,-0.08795860674024221,-0.03565327301539619
3645,-2.1368797626717417,1.1068300215177909,0.4137875248175095,-0.5137617504672731,0.10958205077799606,0.49986789435955187,0.1343269856178506,0.4652663005504724,0.6693741447564437,0.3836505557713003,0.22064008894263887,-0.07262166584083442,-0.0963762106030033,-0.026459089898900688
3646,-2.114958381397732,1.1489736800858248,0.4268001000212134,-0.5048422043398343,0.12360238883900158,0.5140730851348257,0.11592057963808283,0.3949864518413625,0.6573150980619651,0.3708206912883493,0.23230997105985074,-0.07820835140120119,-0.09908181528433163,-0.0253672580274556
3647,-2.1244747211926835,1.131680856049923,0.42706737615806534,-0.528278902466728,0.12269254448748096,0.5112419186215771,0.14325257164122865,0.4623191227285484,0.6843676487656595,0.39256487233689064,0.21441372138499365,-0.08045218711380155,-0.09097903496577192,-0.03449463211441187
3648,-2.0731593371447845,1.1462815923924334,0.4614411480316939,-0.4685726511699918,0.1334883355150895,0.500750076417368,0.11758298123924063,0.40957705723160276,0.6312947265471546,0.348647794376493,0.21473822923060315,-0.09105383899104752,-0.10628894416813019,-0.024742350535526467
3649,-2.1192910721339793,1.1350033420677648,0.4070345986691963,-0.52451493660991,0.10347029486100248,0.5078878468340153,0.12121365491116765,0.4331124060261284,0.6562041700102575,0.3375229181236699,0.22177355494599219,-0.06955133728007733,-0.08940186013813753,-0.03371246361643262
3650,-2.1081196821487493,1.1407885025267634,0.43823047903710005,-0.5009901877205669,0.1098811804867904,0.5113611610041817,0.1015940782911997,0.4348710712612198,0.6396478993119495,0.35382965793823973,0.22652012798987822,-0.08953568748460385,-0.08948185937033007,-0.02492841115687347
3651,-2.1124192539346924,1.131896279069338,0.42256334189341027,-0.5022434432124336,0.11455643839355055,0.5034414146058165,0.10928710299445943,0.43118951107449843,0.6783206857784209,0.37245509481132755,0.20967055310164617,-0.0750466788419098,-0.08561360146959279,-0.02861456032451387
3652,-2.1324737333092205,1.1552465691554352,0.3978250927408955,-0.5298827823682607,0.12356319290041957,0.48176863418501714,0.11959242736167394,0.4707523052081875,0.7013847766572721,0.4394663676325773,0.21607056270138586,-0.06698446547764413,-0.09757383736568662,-0.03085964847637607
3653,-2.109848162464925,1.1328071265389166,0.41338949363374106,-0.5252887491247081,0.11574527121033967,0.49904881015262476,0.1243563239302736,0.4337289194149966,0.6849099650363892,0.37929502675787313,0.2234533981337603,-0.07472745606576969,-0.11027996322550769,-0.03630688543430788
3654,-2.0867443284998837,1.0932136082859916,0.41994303458018367,-0.5099922098408507,0.10179648230659652,0.5091069440185544,0.15348301919910382,0.36001111306579797,0.623525899944674,0.3103062193850893,0.24404233894638713,-0.07304738945584503,-0.10167156666752386,-0.030197083857868394
3655,-2.165729181845742,1.1411805692440076,0.43033431545190687,-0.5038728392893858,0.12877870550381504,0.49236358492579196,0.1135204132863964,0.5052579761898686,0.7231575075240081,0.4265292977801558,0.21634012480321446,-0.08065132671899333,-0.0917320895743189,-0.02295461908169878
3656,-2.0972885742765928,1.0967801562715858,0.4281116953213894,-0.5238866207143889,0.10691641689216826,0.4971714385567305,0.1255849479326942,0.4049828912080769,0.6370522734918034,0.35052830291435316,0.22125866507714279,-0.07741811632077931,-0.08963846753289757,-0.027608382829491417
3657,-2.097784182964428,1.1288710776446493,0.41598936274797416,-0.5168321548479895,0.09572837311041753,0.4963862049923831,0.10964803876702368,0.41642391875581714,0.6378128805005162,0.36556473378576987,0.22103463794731593,-0.0726585740945228,-0.09114493227559044,-0.029921422833322758
3658,-2.141446950060193,1.1245393057772268,0.3914229724724593,-0.5148377905610861,0.1019132295975029,0.49282577739383543,0.13591854214423518,0.44451287093224323,0.6910694324226606,0.40584956676814143,0.2239158759066081,-0.06345839254708203,-0.11083287915457088,-0.019940756229551534
3659,-2.112339314533739,1.1020904832518952,0.4190214433548077,-0.521658104063343,0.10898641758277147,0.5143367797235517,0.12194487063565992,0.4643969336371453,0.6966609916724107,0.3773584351689202,0.22388530013796573,-0.07919732677217774,-0.09409994836633168,-0.03161787131112506
3660,-2.0984205250914405,1.1294533061664207,0.4321484083951377,-0.5090178574625843,0.13102840518811423,0.5195343445136632,0.12570186641956999,0.39078152105365016,0.6586212096336564,0.3501968550240596,0.22000159812848374,-0.08683232676635129,-0.0893808485387397,-0.03384503297815673
3661,-2.1422733678006427,1.1549577050401931,0.44855192810609074,-0.5263618778708695,0.11484450419669961,0.5209275422344511,0.08164059422721097,0.45445655945637103,0.7111500472236003,0.39889306328020524,0.2291726347618215,-0.0864060880693255,-0.09387693844753486,-0.039390300514532614
3662,-2.0888451322800803,1.1163391531390348,0.41203776453609525,-0.5079006253942324,0.10548487024262745,0.5096902174093606,0.14126726373688722,0.3986915240624976,0.6221346975885412,0.3428315307240551,0.21898133749213256,-0.07310672553052269,-0.08899509715459188,-0.02903937515539065
3663,-2.106516865018791,1.0894324743923331,0.41567708524867075,-0.5445746194988808,0.10562412429874238,0.5288483689504977,0.15199754802407214,0.45940040129585347,0.6865933504921723,0.34252112419158764,0.23902072308770053,-0.07571056542977676,-0.10337650319509566,-0.04002797979979564
3664,-2.0988077041438387,1.1036965886411747,0.42346468230283063,-0.5029417037041244,0.12368870891982704,0.5172770034310248,0.1346011986776723,0.4459394578246456,0.6707405442139857,0.36473453205201867,0.22695511668474141,-0.07941516172623551,-0.09158382869385603,-0.040166563469772154
3665,-2.0909973133588013,1.1389541309784568,0.435223396290718,-0.5151053533847699,0.1154362371500974,0.5187726575609392,0.12281736451564323,0.4210556584727159,0.6466668688208767,0.33459480570153954,0.21967779663317533,-0.07590558081124597,-0.10922115228645464,-0.03301023879274286
3666,-2.117213276075827,1.1281457345623545,0.4336084106593191,-0.5146522263710278,0.1494788690732333,0.49606497718972065,0.12248300754208627,0.4512121456821843,0.7182647341442556,0.37782830881159635,0.207797812455999,-0.07380691684717676,-0.08587445953004691,-0.03796091261808593
3667,-2.0835623194809774,1.1156701240118452,0.431483331975601,-0.5124870326268772,0.10327410719810633,0.4896127319435107,0.12114590342434968,0.4046352169191797,0.6273673710733224,0.33997967498164616,0.22393590437702113,-0.0820700163857774,-0.08552990404880252,-0.02173019902074568
3668,-2.1590779432244656,1.1263416528703307,0.4276797374914569,-0.5113255287574385,0.12272662065666737,0.49951103508974404,0.11972426733868413,0.46843562753380336,0.7087980031966219,0.4183243940809459,0.21850822037185189,-0.07382607462436458,-0.08687848414675825,-0.02087761497642584
3669,-2.1291871061972505,1.1118598370138255,0.40526481484806515,-0.5241449583936425,0.11676573383337832,0.5256016194255464,0.13609227474306118,0.46569906567934594,0.6871571129177604,0.37896180077943326,0.2248541775073597,-0.07060015680381737,-0.10666404782776476,-0.031259320724149255
3670,-2.107493284920948,1.1461891646236402,0.45598870904590755,-0.49996616831711876,0.13656974088019172,0.5124918387357288,0.10735814120074055,0.4420548563881728,0.7180291480429418,0.36745201379955533,0.210609859271245,-0.08218268518028479,-0.0992610588453815,-0.03186619998172326
3671,-2.1409389312620997,1.1160864954866605,0.42713955192401626,-0.5326177062593928,0.10970779922984329,0.5146365675637791,0.12949944856151713,0.46409963478118854,0.6966252731537289,0.3873096703721613,0.21689611238810072,-0.07478869679772875,-0.07710549959243017,-0.045433682422821975
3672,-2.07565812819714,1.1279662003627606,0.44881775635892723,-0.5137851656801417,0.11853927657820985,0.48575404300746183,0.12195063806409724,0.4081520358831446,0.6312823225211001,0.31584376569928113,0.22586368754647262,-0.08704498747356768,-0.08813152925625357,-0.030221500252395846
3673,-2.127287434467951,1.1313205409104181,0.4336864875842248,-0.5049735759338468,0.11737503924747641,0.5169247049339666,0.12689513168341537,0.44121260078597824,0.7070989302993826,0.40456470314236775,0.23360990213348584,-0.08268939778636868,-0.0939527882883822,-0.035048637946538154
3674,-2.0594363316858595,1.0918149631306473,0.44437299835464245,-0.5357954739469144,0.1081621338136448,0.4695539506851762,0.1413056283204711,0.37914611039404006,0.637985834944212,0.3307475770000594,0.21686275400632068,-0.08216219822182094,-0.09806444037215285,-0.01525947457152315
3675,-2.1261220665867437,1.1036178753221495,0.4102832681661291,-0.5286409653333195,0.08317201519864735,0.5075208226544675,0.1417954599960671,0.44517870203817844,0.6599858254070152,0.3878016086607654,0.2302251918955477,-0.07051802730386152,-0.09085176293310782,-0.03347014829684908
3676,-2.1079976254874166,1.1443137589236358,0.41445268961604853,-0.5227405329718117,0.11085176115116709,0.5237783689852394,0.1120622628160745,0.4129229130442108,0.6358283957502567,0.3735091184086421,0.21273122494747315,-0.07450045533889783,-0.08205573345546245,-0.030284720362858893
3677,-2.1137720112216627,1.1382201850608369,0.4928482915716321,-0.5167069820288732,0.14368714460059906,0.503507473955777,0.1195883580144038,0.4351666196599688,0.6970937181048436,0.3680207291521034,0.23420766466404896,-0.09940755805455743,-0.10713275964894098,-0.029469579916966547
3678,-2.1394639423621147,1.1191956219505539,0.38905047842301527,-0.49516915488521845,0.13397773064934165,0.5080843013296561,0.14187931705026519,0.43409601433135786,0.6629928843613393,0.37082387802518607,0.22339603400618066,-0.06325872882202907,-0.0772093760117072,-0.0249022621357092
3679,-2.1023632938045793,1.1005977094102195,0.412219817744608,-0.49931153610302503,0.1173044942606954,0.5036823560728642,0.13054292905538006,0.38515608268153206,0.6090955847354462,0.3123115334572706,0.2345055427319528,-0.06706787981849391,-0.0855787271695906,-0.024586165422231625
