configuracion,tipo_umbral,n,threshold,TN,FP,FN,TP,accuracy,balanced_accuracy,precision,recall,F1,ROC_AUC,PR_AUC,Brier,seleccionada,regla_seleccion
sin_ponderacion,fijo_0_50,99535,0.5,73192,4029,11620,10694,0.8427789219872407,0.7135378840607726,0.7263465326360117,0.47925069463117326,0.5774765774765774,0.8533493454449823,0.680929669939794,0.1148455285354345,False,"Conservar configuraciones dentro de 0,005 del F1 OOF máximo; ordenar por balanced accuracy, recall, Brier y preferir no ponderada ante equivalencia."
sin_ponderacion,OOF_optimizado,99535,0.3,66774,10447,7542,14772,0.8192696036570051,0.7633594411243747,0.5857488401601967,0.6620059155687013,0.6215471356741632,0.8533493454449823,0.680929669939794,0.1148455285354345,False,"Conservar configuraciones dentro de 0,005 del F1 OOF máximo; ordenar por balanced accuracy, recall, Brier y preferir no ponderada ante equivalencia."
balanceada,fijo_0_50,99535,0.5,61623,15598,5740,16574,0.7856231476365098,0.7703853525622413,0.5151684694765635,0.7427623913238326,0.6083764636787432,0.853548509816783,0.6794201651328635,0.1516116942546414,False,"Conservar configuraciones dentro de 0,005 del F1 OOF máximo; ordenar por balanced accuracy, recall, Brier y preferir no ponderada ante equivalencia."
balanceada,OOF_optimizado,99535,0.6,66715,10506,7515,14799,0.8189481087054805,0.7635824220339664,0.5848251333728512,0.6632159182575962,0.6215586215586215,0.853548509816783,0.6794201651328635,0.1516116942546414,True,"Conservar configuraciones dentro de 0,005 del F1 OOF máximo; ordenar por balanced accuracy, recall, Brier y preferir no ponderada ante equivalencia."
