efecto,comparacion,log_OR_contraste,OR_contraste,IC95_OR_li,IC95_OR_ls,cambio_porcentual_odds
Humidity3pm,Percentil 75 respecto de percentil 25 (65.2009 frente a 37.0000 unidades originales),1.5281819186974812,4.609788229250173,4.422221744900016,4.805310259043533,360.97882292501725
Rainfall_log1p,Percentil 75 respecto de percentil 25 (0.8000 frente a 0.0000 mm),0.296644605238501,1.3453370887225553,1.3102257503841719,1.3813893382585327,34.53370887225553
Pressure3pm,Aumento de 1 desviación estándar (6.7201 hPa),-0.5142230185264556,0.597965021913025,0.5845754183922542,0.6116613120935539,-40.2034978086975
MaxTemp,Percentil 75 respecto de percentil 25 (28.2000 frente a 17.9000 unidades originales),0.17362550949039604,1.1896099847432113,1.1424139211616697,1.2387558393561227,18.960998474321134
WindGustSpeed,Percentil 75 respecto de percentil 25 (46.0000 frente a 31.0000 unidades originales),0.5732187705800502,1.773967867283799,1.7225909868014555,1.8268770812500175,77.39678672837991
Humidity9am,Aumento de 1 desviación estándar (19.0107 puntos porcentuales),0.12248546765419277,1.1303026940050405,1.097375733696744,1.1642176338009933,13.030269400504046
Season_Autumn,Autumn respecto de Summer,0.4291222702142808,1.5359088188172874,1.4521719728131897,1.6244741971921965,53.590881881728734
Season_Winter,Winter respecto de Summer,0.6646305176000015,1.943772199024131,1.8224108276196993,2.073215492597782,94.3772199024131
Season_Spring,Spring respecto de Summer,0.366340272403623,1.4424459837189365,1.3620939691002887,1.5275380870537398,44.24459837189365
