variable,media_train_original,desviacion_estandar_train_original
Humidity3pm,51.5352057143102,20.65446874466845
Rainfall_log1p,0.4915809927001361,0.902909680020206
Pressure3pm,1015.298981562253,6.7201448045346766
MaxTemp,23.230490576733605,7.110337740436715
MinTemp,12.194210328920468,6.3941662126766605
WindGustSpeed,39.96973719629985,13.227502775679975
Humidity9am,68.93186275474257,19.010666039247784
